idx,port,byte,t0_ns,latency_ns
994,1,237,57772202917060,180
995,0,245,57772203555400,120
996,1,238,57772203916660,140
997,0,246,57772204555240,130
998,1,239,57772204916610,140
999,0,247,57772205554990,130
1000,1,240,57772205916520,140
1001,0,248,57772206555520,160
1002,1,241,57772206916660,170
1003,0,249,57772207555660,120
1004,1,242,57772207916400,140
1005,0,250,57772208554810,130
1006,1,243,57772208916320,120
1007,0,251,57772209554690,140
1008,1,244,57772209916260,140
1009,0,252,57772210554730,160
1010,1,245,57772210916440,110
1011,0,253,57772211554980,120
1012,1,246,57772211916170,180
1013,0,254,57772212554530,140
1014,1,247,57772212916040,140
1015,0,255,57772213554450,130
1016,1,248,57772213915960,130
1017,0,0,57772214554730,170
1018,1,249,57772214916210,110
1019,0,1,57772215554660,150
1020,1,250,57772215915840,130
1021,0,2,57772216554430,140
1022,1,251,57772216915770,130
1023,0,3,57772217554170,140
1024,1,252,57772217915710,140
1025,0,4,57772218554200,160
1026,1,253,57772218915830,140
1027,0,5,57772219554410,130
1028,1,254,57772219915630,150
1029,0,6,57772220554000,140
1030,1,255,57772220915480,120
1031,0,7,57772221554090,130
1032,1,0,57772221915420,140
1033,0,8,57772222553980,150
1034,1,1,57772222915570,190
1035,0,9,57772223554120,130
1036,1,2,57772223915290,120
1037,0,10,57772224553880,130
1038,1,3,57772224915220,120
1039,0,11,57772225553610,130
1040,1,4,57772225915160,140
1041,0,12,57772226553750,140
1042,1,5,57772226917400,180
1043,0,13,57772227554830,120
1044,1,6,57772227915040,130
1045,0,14,57772228553640,130
1046,1,7,57772228915470,110
1047,0,15,57772229553330,130
1048,1,8,57772229914900,130
1049,0,16,57772230553520,160
1050,1,9,57772230915070,170
1051,0,17,57772231553520,140
1052,1,10,57772231914770,170
1053,0,18,57772232553190,130
1054,1,11,57772232914660,120
1055,0,19,57772233553100,130
1056,1,12,57772233914620,130
1057,0,20,57772234553300,170
1058,1,13,57772234914790,180
1059,0,21,57772235553290,120
1060,1,14,57772235914490,140
1061,0,22,57772236553420,140
1062,1,15,57772236914400,130
1063,0,23,57772237552940,180
1064,1,16,57772237914320,120
1065,0,24,57772238552910,140
1066,1,17,57772238914560,190
1067,0,25,57772239552990,150
1068,1,18,57772239914230,140
1069,0,26,57772240552600,130
1070,1,19,57772240914120,130
1071,0,27,57772241552780,110
1072,1,20,57772241914050,130
1073,0,28,57772242552620,150
1074,1,21,57772242914310,150
1075,0,29,57772243552750,130
1076,1,22,57772243913980,140
1077,0,30,57772244552370,130
1078,1,23,57772244913880,130
1079,0,31,57772245552630,140
1080,1,24,57772245913820,140
1081,0,32,57772246552430,150
1082,1,25,57772246913930,190
1083,0,33,57772247552420,170
1084,1,26,57772247913660,130
1085,0,34,57772248552100,130
1086,1,27,57772248913590,130
1087,0,35,57772249551950,110
1088,1,28,57772249913520,130
1089,0,36,57772250552000,170
1090,1,29,57772250913610,110
1091,0,37,57772251552050,140
1092,1,30,57772251913440,120
1093,0,38,57772252551810,170
1094,1,31,57772252913300,140
1095,0,39,57772253551710,140
1096,1,32,57772253913230,110
1097,0,40,57772254551740,150
1098,1,33,57772254913430,180
1099,0,41,57772255551960,120
1100,1,34,57772255913150,140
1101,0,42,57772256551030,130
1102,1,35,57772256913030,130
1103,0,43,57772257551760,170
1104,1,36,57772257912970,140
1105,0,44,57772258551780,160
1106,1,37,57772258913530,160
1107,0,45,57772259551580,100
1108,1,38,57772259912880,140
1109,0,46,57772260551270,140
1110,1,39,57772260912780,140
1111,0,47,57772261551160,130
1112,1,40,57772261912680,130
1113,0,48,57772262551460,160
1114,1,41,57772262912910,170
1115,0,49,57772263551350,140
1116,1,42,57772263912600,140
1117,0,50,57772264550960,130
1118,1,43,57772264912510,140
1119,0,51,57772265551220,140
1120,1,44,57772265912430,140
1121,0,52,57772266551400,160
1122,1,45,57772266912620,170
1123,0,53,57772267551330,160
1124,1,46,57772267912340,130
1125,0,54,57772268550730,140
1126,1,47,57772268912250,120
1127,0,55,57772269550620,130
1128,1,48,57772269912170,130
1129,0,56,57772270550700,160
1130,1,49,57772270912280,130
1131,0,57,57772271550730,120
1132,1,50,57772271912060,140
1133,0,58,57772272550580,190
1134,1,51,57772272911950,130
1135,0,59,57772273550360,140
1136,1,52,57772273911880,140
1137,0,60,57772274550430,160
1138,1,53,57772274912110,140
1139,0,61,57772275550540,140
1140,1,54,57772275911760,130
1141,0,62,57772276550180,110
1142,1,55,57772276911680,140
1143,0,63,57772277550250,160
1144,1,56,57772277911630,130
1145,0,64,57772278550130,170
1146,1,57,57772278911730,170
1147,0,65,57772279550250,130
1148,1,58,57772279911510,140
1149,0,66,57772280549910,130
1150,1,59,57772280911650,140
1151,0,67,57772281549800,140
1152,1,60,57772281911370,130
1153,0,68,57772282549980,160
1154,1,61,57772282911970,160
1155,0,69,57772283550040,130
1156,1,62,57772283911290,130
1157,0,70,57772284549640,130
1158,1,63,57772284911120,140
1159,0,71,57772285549790,120
1160,1,64,57772285911050,130
1161,0,72,57772286549540,170
1162,1,65,57772286911160,140
1163,0,73,57772287549660,160
1164,1,66,57772287910950,140
1165,0,74,57772288549350,130
1166,1,67,57772288910880,140
1167,0,75,57772289549250,130
1168,1,68,57772289910780,130
1169,0,76,57772290549290,160
1170,1,69,57772290910930,160
1171,0,77,57772291549320,130
1172,1,70,57772291910700,130
1173,0,78,57772292549210,110
1174,1,71,57772292911720,160
1175,0,79,57772293548970,140
1176,1,72,57772293910620,130
1177,0,80,57772294548970,160
1178,1,73,57772294910810,160
1179,0,81,57772295549080,140
1180,1,74,57772295910430,120
1181,0,82,57772296549240,130
1182,1,75,57772296910350,130
1183,0,83,57772297549060,120
1184,1,76,57772297910260,150
1185,0,84,57772298548790,160
1186,1,77,57772298910450,120
1187,0,85,57772299548980,130
1188,1,78,57772299910160,140
1189,0,86,57772300548540,130
1190,1,79,57772300910030,120
1191,0,87,57772301548420,130
1192,1,80,57772301909960,140
1193,0,88,57772302548600,160
1194,1,81,57772302910200,160
1195,0,89,57772303548640,120
1196,1,82,57772303909870,120
1197,0,90,57772304548260,130
1198,1,83,57772304909770,150
1199,0,91,57772305548550,120
1200,1,84,57772305909690,130
1201,0,92,57772306548200,160
1202,1,85,57772306909850,130
1203,0,93,57772307548290,110
1204,1,86,57772307909600,150
1205,0,94,57772308548300,140
1206,1,87,57772308909480,130
1207,0,95,57772309547910,140
1208,1,88,57772309909410,140
1209,0,96,57772310547990,160
1210,1,89,57772310909570,160
1211,0,97,57772311548050,130
1212,1,90,57772311909320,130
1213,0,98,57772312547910,90
1214,1,91,57772312909230,160
1215,0,99,57772313547610,140
1216,1,92,57772313909180,130
1217,0,100,57772314547660,170
1218,1,93,57772314909330,190
1219,0,101,57772315547730,170
1220,1,94,57772315909030,120
1221,0,102,57772316547450,140
1222,1,95,57772316908950,130
1223,0,103,57772317547480,130
1224,1,96,57772317908860,140
1225,0,104,57772318547380,170
1226,1,97,57772318909020,180
1227,0,105,57772319547510,120
1228,1,98,57772319908760,140
1229,0,106,57772320547180,130
1230,1,99,57772320908700,130
1231,0,107,57772321547090,130
1232,1,100,57772321908610,130
1233,0,108,57772322547200,150
1234,1,101,57772322908850,170
1235,0,109,57772323547150,130
1236,1,102,57772323908530,140
1237,0,110,57772324546900,130
1238,1,103,57772324908410,130
1239,0,111,57772325546960,110
1240,1,104,57772325908370,130
1241,0,112,57772326547230,160
1242,1,105,57772326908480,180
1243,0,113,57772327546900,130
1244,1,106,57772327908220,140
1245,0,114,57772328546670,170
1246,1,107,57772328908640,140
1247,0,115,57772329546540,130
1248,1,108,57772329908120,120
1249,0,116,57772330546550,170
1250,1,109,57772330908250,170
1251,0,117,57772331546700,130
1252,1,110,57772331907970,140
1253,0,118,57772332546560,140
1254,1,111,57772332907930,120
1255,0,119,57772333546280,160
1256,1,112,57772333907810,130
1257,0,120,57772334546310,140
1258,1,113,57772334907860,170
1259,0,121,57772335546370,130
1260,1,114,57772335907660,120
1261,0,122,57772336546110,120
1262,1,115,57772336907580,140
1263,0,123,57772337546090,170
1264,1,116,57772337907530,140
1265,0,124,57772338546030,190
1266,1,117,57772338907710,170
1267,0,125,57772339546140,140
1268,1,118,57772339907430,140
1269,0,126,57772340545790,130
1270,1,119,57772340907330,140
1271,0,127,57772341545730,140
1272,1,120,57772341907250,120
1273,0,128,57772342545880,170
1274,1,121,57772342907360,160
1275,0,129,57772343545830,180
1276,1,122,57772343907160,130
1277,0,130,57772344545570,130
1278,1,123,57772344907080,150
1279,0,131,57772345545720,130
1280,1,124,57772345906960,150
1281,0,132,57772346545540,150
1282,1,125,57772346907360,170
1283,0,133,57772347545480,140
1284,1,126,57772347906880,130
1285,0,134,57772348545250,160
1286,1,127,57772348906790,130
1287,0,135,57772349545170,140
1288,1,128,57772349906680,140
1289,0,136,57772350545190,170
1290,1,129,57772350906840,130
1291,0,137,57772351545200,130
1292,1,130,57772351906600,130
1293,0,138,57772352545490,140
1294,1,131,57772352906490,130
1295,0,139,57772353545090,170
1296,1,132,57772353906430,140
1297,0,140,57772354544940,170
1298,1,133,57772354906680,170
1299,0,141,57772355545230,140
1300,1,134,57772355906540,130
1301,0,142,57772356545240,140
1302,1,135,57772356906250,140
1303,0,143,57772357544770,130
1304,1,136,57772357906180,130
1305,0,144,57772358544830,170
1306,1,137,57772358906300,160
1307,0,145,57772359544810,120
1308,1,138,57772359906090,130
1309,0,146,57772360544450,130
1310,1,139,57772360905990,140
1311,0,147,57772361544340,140
1312,1,140,57772361905880,140
1313,0,148,57772362544370,150
1314,1,141,57772362906040,150
1315,0,149,57772363544650,160
1316,1,142,57772363905810,130
1317,0,150,57772364544220,130
1318,1,143,57772364905710,120
1319,0,151,57772365544340,120
1320,1,144,57772365905630,140
1321,0,152,57772366544200,170
1322,1,145,57772366905780,160
1323,0,153,57772367544210,120
1324,1,146,57772367905480,140
1325,0,154,57772368544070,150
1326,1,147,57772368905420,140
1327,0,155,57772369543830,130
1328,1,148,57772369905350,110
1329,0,156,57772370543830,150
1330,1,149,57772370905470,100
1331,0,157,57772371543950,120
1332,1,150,57772371905200,140
1333,0,158,57772372543600,140
1334,1,151,57772372905140,110
1335,0,159,57772373543710,140
1336,1,152,57772373905070,140
1337,0,160,57772374543600,150
1338,1,153,57772374905240,170
1339,0,161,57772375543610,140
1340,1,154,57772375904970,130
1341,0,162,57772376543380,120
1342,1,155,57772376904870,130
1343,0,163,57772377543300,130
1344,1,156,57772377904800,100
1345,0,164,57772378543340,170
1346,1,157,57772378904980,170
1347,0,165,57772379543340,120
1348,1,158,57772379904710,120
1349,0,166,57772380543090,140
1350,1,159,57772380904610,130
1351,0,167,57772381543000,140
1352,1,160,57772381904530,130
1353,0,168,57772382543000,150
1354,1,161,57772382904640,190
1355,0,169,57772383543070,140
1356,1,162,57772383904450,150
1357,0,170,57772384542840,140
1358,1,163,57772384904340,140
1359,0,171,57772385542880,110
1360,1,164,57772385904260,140
1361,0,172,57772386543220,160
1362,1,165,57772386904450,140
1363,0,173,57772387542980,120
1364,1,166,57772387904160,130
1365,0,174,57772388542800,130
1366,1,167,57772388904040,160
1367,0,175,57772389542460,140
1368,1,168,57772389903990,130
1369,0,176,57772390542540,160
1370,1,169,57772390904180,150
1371,0,177,57772391542570,120
1372,1,170,57772391903870,140
1373,0,178,57772392542280,150
1374,1,171,57772392903800,140
1375,0,179,57772393542430,140
1376,1,172,57772393903730,150
1377,0,180,57772394542250,150
1378,1,173,57772394903950,150
1379,0,181,57772395542280,130
1380,1,174,57772395903610,190
1381,0,182,57772396542140,130
1382,1,175,57772396903530,130
1383,0,183,57772397541910,140
1384,1,176,57772397903460,130
1385,0,184,57772398542000,170
1386,1,177,57772398903610,160
1387,0,185,57772399542060,110
1388,1,178,57772399903340,120
1389,0,186,57772400541720,130
1390,1,179,57772400903220,140
1391,0,187,57772401541620,140
1392,1,180,57772401903170,120
1393,0,188,57772402541680,160
1394,1,181,57772402903360,150
1395,0,189,57772403541720,130
1396,1,182,57772403903060,160
1397,0,190,57772404541450,130
1398,1,183,57772404902970,130
1399,0,191,57772405541560,130
1400,1,184,57772405902930,130
1401,0,192,57772406541440,160
1402,1,185,57772406903100,160
1403,0,193,57772407541560,130
1404,1,186,57772407902770,120
1405,0,194,57772408541330,120
1406,1,187,57772408902680,170
1407,0,195,57772409541090,140
1408,1,188,57772409902620,140
1409,0,196,57772410541140,160
1410,1,189,57772410902870,130
1411,0,197,57772411541180,120
1412,1,190,57772411902540,140
1413,0,198,57772412540880,130
1414,1,191,57772412902420,130
1415,0,199,57772413540970,130
1416,1,192,57772413902330,150
1417,0,200,57772414540880,170
1418,1,193,57772414902520,160
1419,0,201,57772415540930,170
1420,1,194,57772415902250,130
1421,0,202,57772416541110,130
1422,1,195,57772416902160,120
1423,0,203,57772417540630,140
1424,1,196,57772417902080,140
1425,0,204,57772418540690,170
1426,1,197,57772418902210,150
1427,0,205,57772419540760,170
1428,1,198,57772419901940,140
1429,0,206,57772420540400,130
1430,1,199,57772420901860,120
1431,0,207,57772421540270,140
1432,1,200,57772421901770,140
1433,0,208,57772422540370,160
1434,1,201,57772422901910,180
1435,0,209,57772423540350,120
1436,1,202,57772423901700,120
1437,0,210,57772424540100,180
1438,1,203,57772424901590,130
1439,0,211,57772425540170,110
1440,1,204,57772425901530,130
1441,0,212,57772426540110,120
1442,1,205,57772426901670,140
1443,0,213,57772427540200,140
1444,1,206,57772427901430,130
1445,0,214,57772428539940,140
1446,1,207,57772428901710,130
1447,0,215,57772429539730,160
1448,1,208,57772429901270,140
1449,0,216,57772430539750,160
1450,1,209,57772430901410,150
1451,0,217,57772431539840,140
1452,1,210,57772431901140,140
1453,0,218,57772432539520,140
1454,1,211,57772432901070,120
1455,0,219,57772433539610,120
1456,1,212,57772433900980,120
1457,0,220,57772434539490,190
1458,1,213,57772434902850,180
1459,0,221,57772435540540,120
1460,1,214,57772435900930,120
1461,0,222,57772436539870,130
1462,1,215,57772436900820,140
1463,0,223,57772437539300,130
1464,1,216,57772437900720,140
1465,0,224,57772438539370,170
1466,1,217,57772438900950,140
1467,0,225,57772439539480,170
1468,1,218,57772439900580,130
1469,0,226,57772440539050,140
1470,1,219,57772440900750,140
1471,0,227,57772441538920,130
1472,1,220,57772441900470,110
1473,0,228,57772442538920,140
1474,1,221,57772442900600,170
1475,0,229,57772443539040,130
1476,1,222,57772443900340,130
1477,0,230,57772444538760,170
1478,1,223,57772444900260,120
1479,0,231,57772445538630,130
1480,1,224,57772445900170,110
1481,0,232,57772446539060,140
1482,1,225,57772446900290,160
1483,0,233,57772447538850,120
1484,1,226,57772447900060,130
1485,0,234,57772448537540,130
1486,1,227,57772448900000,130
1487,0,235,57772449538700,140
1488,1,228,57772449899890,130
1489,0,236,57772450538470,170
1490,1,229,57772450900110,170
1491,0,237,57772451538560,130
1492,1,230,57772451899790,130
1493,0,238,57772452538270,130
1494,1,231,57772452899780,140
1495,0,239,57772453538080,140
1496,1,232,57772453899620,130
1497,0,240,57772454538270,140
1498,1,233,57772454899780,160
1499,0,241,57772455538370,120
1500,1,234,57772455899560,130
1501,0,242,57772456538210,130
1502,1,235,57772456899420,140
1503,0,243,57772457537840,130
1504,1,236,57772457899400,130
1505,0,244,57772458537840,160
1506,1,237,57772458899440,180
1507,0,245,57772459538100,170
1508,1,238,57772459899250,130
1509,0,246,57772460537680,130
1510,1,239,57772460899160,120
1511,0,247,57772461537540,140
1512,1,240,57772461899070,140
1513,0,248,57772462537570,170
1514,1,241,57772462899220,160
1515,0,249,57772463537740,130
1516,1,242,57772463898980,130
1517,0,250,57772464537610,190
1518,1,243,57772464898890,130
1519,0,251,57772465537320,130
1520,1,244,57772465898800,140
1521,0,252,57772466537350,160
1522,1,245,57772466898990,140
1523,0,253,57772467537380,130
1524,1,246,57772467898710,140
1525,0,254,57772468537090,130
1526,1,247,57772468898610,140
1527,0,255,57772469537210,190
1528,1,248,57772469898510,140
1529,0,0,57772470537010,160
1530,1,249,57772470898640,170
1531,0,1,57772471537150,130
1532,1,250,57772471898440,150
1533,0,2,57772472536810,140
1534,1,251,57772472898350,120
1535,0,3,57772473536720,140
1536,1,252,57772473898260,140
1537,0,4,57772474536810,160
1538,1,253,57772474898340,180
1539,0,5,57772475536810,120
1540,1,254,57772475898150,130
1541,0,6,57772476537080,120
1542,1,255,57772476898060,130
1543,0,7,57772477536590,130
1544,1,0,57772477898000,150
1545,0,8,57772478536810,170
1546,1,1,57772478898150,170
1547,0,9,57772479536700,110
1548,1,2,57772479897900,160
1549,0,10,57772480536280,140
1550,1,3,57772480897820,140
1551,0,11,57772481536240,140
1552,1,4,57772481897730,120
1553,0,12,57772482536260,160
1554,1,5,57772482897890,170
1555,0,13,57772483536470,120
1556,1,6,57772483897630,130
1557,0,14,57772484536150,140
1558,1,7,57772484897530,170
1559,0,15,57772485535920,140
1560,1,8,57772485897440,120
1561,0,16,57772486536040,170
1562,1,9,57772486897570,190
1563,0,17,57772487536080,120
1564,1,10,57772487897330,140
1565,0,18,57772488535720,140
1566,1,11,57772488897230,120
1567,0,19,57772489535800,110
1568,1,12,57772489897170,150
1569,0,20,57772490535670,160
1570,1,13,57772490897280,180
1571,0,21,57772491535800,120
1572,1,14,57772491897110,120
1573,0,22,57772492535470,140
1574,1,15,57772492898010,140
1575,0,23,57772493535350,140
1576,1,16,57772493897000,130
1577,0,24,57772494535510,140
1578,1,17,57772494897200,140
1579,0,25,57772495535530,120
1580,1,18,57772495896820,140
1581,0,26,57772496535450,120
1582,1,19,57772496896710,120
1583,0,27,57772497535120,130
1584,1,20,57772497896640,130
1585,0,28,57772498535120,170
1586,1,21,57772498896880,100
1587,0,29,57772499535120,110
1588,1,22,57772499896520,160
1589,0,30,57772500534900,150
1590,1,23,57772500896460,100
1591,0,31,57772501534810,130
1592,1,24,57772501896360,140
1593,0,32,57772502534840,160
1594,1,25,57772502896600,170
1595,0,33,57772503534930,120
1596,1,26,57772503896250,120
1597,0,34,57772504534840,130
1598,1,27,57772504896170,120
1599,0,35,57772505534570,170
1600,1,28,57772505896100,120
1601,0,36,57772506535000,170
1602,1,29,57772506896180,170
1603,0,37,57772507534800,120
1604,1,30,57772507895970,110
1605,0,38,57772508534380,130
1606,1,31,57772508895930,120
1607,0,39,57772509534590,130
1608,1,32,57772509895840,140
1609,0,40,57772510534410,180
1610,1,33,57772510895980,180
1611,0,41,57772511534450,120
1612,1,34,57772511895690,140
1613,0,42,57772512534110,140
1614,1,35,57772512895620,150
1615,0,43,57772513534010,140
1616,1,36,57772513895560,120
1617,0,44,57772514534090,140
1618,1,37,57772514895780,110
1619,0,45,57772515534120,170
1620,1,38,57772515895460,140
1621,0,46,57772516534130,110
1622,1,39,57772516895350,120
1623,0,47,57772517533760,120
1624,1,40,57772517895290,120
1625,0,48,57772518533750,160
1626,1,41,57772518895510,140
1627,0,49,57772519533720,120
1628,1,42,57772519895200,140
1629,0,50,57772520533510,170
1630,1,43,57772520895040,130
1631,0,51,57772521533470,140
1632,1,44,57772521894980,130
1633,0,52,57772522533470,160
1634,1,45,57772522895180,160
1635,0,53,57772523533630,130
1636,1,46,57772523894880,140
1637,0,54,57772524533720,130
1638,1,47,57772524894800,140
1639,0,55,57772525533250,160
1640,1,48,57772525894730,140
1641,0,56,57772526533370,170
1642,1,49,57772526894940,190
1643,0,57,57772527533540,140
1644,1,50,57772527894610,130
1645,0,58,57772528533060,120
1646,1,51,57772528894930,140
1647,0,59,57772529533030,120
1648,1,52,57772529895280,210
1649,0,60,57772530533180,140
1650,1,53,57772530894750,160
1651,0,61,57772531533130,160
1652,1,54,57772531894860,130
1653,0,62,57772532532750,140
1654,1,55,57772532894290,140
1655,0,63,57772533532650,130
1656,1,56,57772533894210,140
1657,0,64,57772534532670,170
1658,1,57,57772534894420,150
1659,0,65,57772535532780,170
1660,1,58,57772535894130,140
1661,0,66,57772536533090,140
1662,1,59,57772536893970,120
1663,0,67,57772537532500,130
1664,1,60,57772537893910,140
1665,0,68,57772538532430,170
1666,1,61,57772538894170,180
1667,0,69,57772539532500,140
1668,1,62,57772539893840,140
1669,0,70,57772540532170,160
1670,1,63,57772540893980,140
1671,0,71,57772541532100,130
1672,1,64,57772541893680,140
1673,0,72,57772542532160,90
1674,1,65,57772542893800,170
1675,0,73,57772543532230,120
1676,1,66,57772543893540,130
1677,0,74,57772544531930,130
1678,1,67,57772544893470,130
1679,0,75,57772545532090,140
1680,1,68,57772545893340,140
1681,0,76,57772546531910,170
1682,1,69,57772546893530,160
1683,0,77,57772547532030,120
1684,1,70,57772547893240,140
1685,0,78,57772548531690,130
1686,1,71,57772548893180,130
1687,0,79,57772549531580,110
1688,1,72,57772549893130,140
1689,0,80,57772550531730,170
1690,1,73,57772550893200,150
1691,0,81,57772551531690,130
1692,1,74,57772551892980,130
1693,0,82,57772552531420,130
1694,1,75,57772552892910,140
1695,0,83,57772553531290,140
1696,1,76,57772553892820,130
1697,0,84,57772554531270,160
1698,1,77,57772554893000,170
1699,0,85,57772555531580,170
1700,1,78,57772555892750,120
1701,0,86,57772556531250,130
1702,1,79,57772556892650,120
1703,0,87,57772557531380,140
1704,1,80,57772557892950,140
1705,0,88,57772558531080,180
1706,1,81,57772558892700,170
1707,0,89,57772559531140,130
1708,1,82,57772559892410,110
1709,0,90,57772560530980,110
1710,1,83,57772560892330,170
1711,0,91,57772561530760,140
1712,1,84,57772561892270,130
1713,0,92,57772562530780,170
1714,1,85,57772562892370,160
1715,0,93,57772563530910,130
1716,1,86,57772563892180,120
1717,0,94,57772564530540,130
1718,1,87,57772564892090,120
1719,0,95,57772565530660,130
1720,1,88,57772565892020,150
1721,0,96,57772566530930,170
1722,1,89,57772566892200,170
1723,0,97,57772567530740,120
1724,1,90,57772567891870,140
1725,0,98,57772568530350,140
1726,1,91,57772568891780,130
1727,0,99,57772569530190,140
1728,1,92,57772569891720,140
1729,0,100,57772570530480,170
1730,1,93,57772570891860,210
1731,0,101,57772571530390,120
1732,1,94,57772571891630,130
1733,0,102,57772572530020,130
1734,1,95,57772572891550,130
1735,0,103,57772573529930,140
1736,1,96,57772573891460,120
1737,0,104,57772574529960,160
1738,1,97,57772574891590,100
1739,0,105,57772575530060,120
1740,1,98,57772575891340,140
1741,0,106,57772576529970,140
1742,1,99,57772576891290,140
1743,0,107,57772577529660,130
1744,1,100,57772577891190,140
1745,0,108,57772578529760,160
1746,1,101,57772578891360,150
1747,0,109,57772579529830,120
1748,1,102,57772579891090,140
1749,0,110,57772580529700,110
1750,1,103,57772580891000,160
1751,0,111,57772581529410,140
1752,1,104,57772581890930,140
1753,0,112,57772582529440,140
1754,1,105,57772582891120,110
1755,0,113,57772583529620,130
1756,1,106,57772583890810,130
1757,0,114,57772584529210,130
1758,1,107,57772584890750,140
1759,0,115,57772585529330,130
1760,1,108,57772585890670,120
1761,0,116,57772586529290,160
1762,1,109,57772586890780,170
1763,0,117,57772587529310,120
1764,1,110,57772587890550,140
1765,0,118,57772588528970,140
1766,1,111,57772588890430,140
1767,0,119,57772589528820,120
1768,1,112,57772589890350,100
1769,0,120,57772590529010,140
1770,1,113,57772590890730,160
1771,0,121,57772591528960,120
1772,1,114,57772591890270,130
1773,0,122,57772592528700,130
1774,1,115,57772592890180,140
1775,0,123,57772593528550,130
1776,1,116,57772593890100,140
1777,0,124,57772594528500,150
1778,1,117,57772594890310,100
1779,0,125,57772595528670,130
1780,1,118,57772595889990,140
1781,0,126,57772596528810,160
1782,1,119,57772596889920,140
1783,0,127,57772597528410,130
1784,1,120,57772597889850,120
1785,0,128,57772598528470,160
1786,1,121,57772598890010,170
1787,0,129,57772599528500,130
1788,1,122,57772599889760,140
1789,0,130,57772600528250,140
1790,1,123,57772600889610,140
1791,0,131,57772601528430,170
1792,1,124,57772601889560,140
1793,0,132,57772602528120,160
1794,1,125,57772602889670,190
1795,0,133,57772603528610,130
1796,1,126,57772603889460,130
1797,0,134,57772604527840,140
1798,1,127,57772604889350,140
1799,0,135,57772605527970,110
1800,1,128,57772605889300,120
1801,0,136,57772606528020,170
1802,1,129,57772606889490,170
1803,0,137,57772607527950,140
1804,1,130,57772607889220,120
1805,0,138,57772608527550,140
1806,1,131,57772608889100,130
1807,0,139,57772609527470,130
1808,1,132,57772609889040,140
1809,0,140,57772610527590,110
1810,1,133,57772610889210,160
1811,0,141,57772611527580,160
1812,1,134,57772611888910,130
1813,0,142,57772612527300,130
1814,1,135,57772612888800,130
1815,0,143,57772613527210,130
1816,1,136,57772613888760,140
1817,0,144,57772614527210,160
1818,1,137,57772614888920,100
1819,0,145,57772615527270,140
1820,1,138,57772615888630,150
1821,0,146,57772616527200,160
1822,1,139,57772616888520,130
1823,0,147,57772617526940,130
1824,1,140,57772617888470,130
1825,0,148,57772618526940,140
1826,1,141,57772618888600,170
1827,0,149,57772619527010,130
1828,1,142,57772619888340,140
1829,0,150,57772620526870,120
1830,1,143,57772620888230,120
1831,0,151,57772621526650,170
1832,1,144,57772621888210,130
1833,0,152,57772622526690,140
1834,1,145,57772622888420,180
1835,0,153,57772623526840,140
1836,1,146,57772623888110,130
1837,0,154,57772624526500,130
1838,1,147,57772624888020,140
1839,0,155,57772625526520,130
1840,1,148,57772625887940,140
1841,0,156,57772626526900,180
1842,1,149,57772626888070,170
1843,0,157,57772627526610,150
1844,1,150,57772627887830,130
1845,0,158,57772628526240,130
1846,1,151,57772628888140,120
1847,0,159,57772629526150,140
1848,1,152,57772629887700,120
1849,0,160,57772630526280,160
1850,1,153,57772630887750,190
1851,0,161,57772631526250,100
1852,1,154,57772631887550,140
1853,0,162,57772632525950,140
1854,1,155,57772632887450,140
1855,0,163,57772633525820,130
1856,1,156,57772633887420,130
1857,0,164,57772634525870,140
1858,1,157,57772634887580,160
1859,0,165,57772635525930,130
1860,1,158,57772635887290,120
1861,0,166,57772636525650,160
1862,1,159,57772636887190,130
1863,0,167,57772637525840,120
1864,1,160,57772637887100,170
1865,0,168,57772638525640,170
1866,0,217,57772687523580,874860
1867,1,210,57772687885370,513140
1868,0,218,57772688522260,130
1869,1,211,57772688883700,130
1870,0,219,57772689522010,130
1871,1,212,57772689883590,130
1872,0,220,57772690522230,160
1873,1,213,57772690883750,160
1874,0,221,57772691522120,130
1875,1,214,57772691883440,120
1876,0,222,57772692521830,160
1877,1,215,57772692884330,110
1878,0,223,57772693521760,130
1879,1,216,57772693883360,130
1880,0,224,57772694521800,180
1881,1,217,57772694883590,180
1882,0,225,57772695521910,120
1883,1,218,57772695883170,120
1884,0,226,57772696521710,130
1885,1,219,57772696883120,130
1886,0,227,57772697521710,170
1887,1,220,57772697883010,130
1888,0,228,57772698521510,160
1889,1,221,57772698883300,160
1890,0,229,57772699521840,120
1891,1,222,57772699882900,140
1892,0,230,57772700521310,130
1893,1,223,57772700883050,130
1894,0,231,57772701521340,130
1895,1,224,57772701882750,140
1896,1,225,57772702882970,160
1897,1,226,57772703882680,130
1898,1,227,57772704882570,120
1899,1,228,57772705882470,140
1900,1,229,57772706882580,110
1901,1,230,57772707882350,170
1902,1,231,57772708882260,130
